"owner","name","commit_sha","repo_id"
"asottile","all-repos","f2cee2c09121148c848443be0517ee0bfbbb050f","99260344"
"asottile","astpretty","1a795bd9f54e6ec835df5b1de0d4223dcf3df5cf","85516039"
"asottile","babi","343896d8286fa165c6589adf82420638d2047aa5","196671325"
"asottile","blacken-docs","4e4c7fefd54a8bad4f496b0546619d427a210cb6","135868210"
"asottile","dead","bc4a7acb1d9a5ba5de5163a32d5eefd8508e0441","164558990"
"asottile","dockerfile","6bf4049f375bd7c86228a3216adb208cce5cc06e","80555589"
"asottile","future-fstrings","7505060d79d23444196dab762bcbfe6caf8cd144","103169752"
"asottile","git-code-debt","ed79817faa8db96e8391680c37a70bdacd102c27","14399837"
"asottile","pip-custom-platform","345e5efcdfe0856388982045343f6b724dae9697","35378438"
"asottile","pyupgrade","85c2c11a97f95226f42e5de11660a81f1de83587","83462592"
"asottile","re-assert","7db2695c12555cf5cbdcdbdbb777a788950bf1d3","210045783"
"asottile","reorder_python_imports","1be676a435547ea2862414a4cd90db319d892191","28693782"
"asottile","seed-isort-config","17a28caa679a4401fcf45a261ac3ff8cf93ef2e7","133205029"
"asottile","setup-cfg-fmt","25bab13e1e4aa352cfd468659b05f1a746511f6c","171373144"
"asottile","setup-py-upgrade","a152e1c9e8cbe4634d8fa3dbfe2738de2ce4f745","168909956"
"asottile","setuptools-golang","0e337c97adeceb76632c19faf91be97587c76a5e","53231300"
"asottile","yesqa","991c199fdb5e0bccf589935cbc75b7f95f0329c2","114721100"
"asphalt-framework","asphalt","4114b3ac9743cbd9facb374a3f53e19d3afef22d","34962104"
"aspiers","git-deps","5dd7f4c4b6d4d771c5b6866b8256eb1bad632843","28822131"
"aspiers","ly2video","c63cc1b971e0e7e5e96c36d6220a25cef2f3f259","6735072"
"aspuru-guzik-group","selfies","0c161ce420c9ecfd3ae36cade30956767821df64","189626307"
"astanin","python-tabulate","b2c26bcb70e497f674b38aa7e29de12c0123708a","205875548"
"astraw38","pytest-assume","75bd82ab7796c7f0fea6c2db3b44203edfbe040b","41487694"
"astroML","astroML","f66558232f6d33cb34ecd1bed8a80b9db7ae1c30","6269799"
"astrofrog","fast-histogram","d91307671c1ebc167319ca25426d6b5868b3f81e","97506132"
"astrofrog","mpl-scatter-density","b2faefca93f7aa535c638c4298ddc989938cdd87","2381550"
"astrofrog","pytest-mpl","f39478d96323ff646c9b558f891aaa26dec736b7","65186812"
"astropy","astroplan","b3cf55340c50ccf69ec363889c1fe8ff2f93cada","34693515"
"astropy","astropy","9ef8d4f2d9f36139ff84e76ce6f500e38f4dc257","2081289"
"astropy","astroquery","17c79f9eba2f1837f1c07ae77eacd29333b842ab","4787269"
"astropy","ccdproc","c7888c3dd293c47cf6c8624346875087fba92e2e","13384007"
"astropy","halotools","10a23ab83638d8f6f98c30862455fe152d8f322b","29036740"
"astropy","photutils","8d39ee3af8dc9a6b001bfe985bbb2ef3ee96f1f2","2640766"
"astropy","specutils","12ff269c7a2a2a9b57ed860327a0f01220a8157d","2577269"
"asweigart","PyGetWindow","c5f3070324609e682d082ed53122a36002a3e293","25072172"
"asweigart","PyMsgBox","944b7cdc67058d005ce5fd011c66f2d87d25aba0","23173753"
"asweigart","ezgmail","d0241b7d3814686071cd59673f377e7945088af1","160903765"
"asweigart","nicewin","67cea8cf01797f12ae7399c526105f46659248f2","150803569"
"asweigart","pyautogui","667161b072e89b4a25b806c5f2ca616e6c0aeec3","21961171"
"asweigart","pygcurse","b5daea8ac2c86cf2db7fe6a91ed16b78dfea3172","342678209"
"asyncee","django-easy-select2","b9f0d0f141725f59cf2ad1364e5e18281fef055b","13376250"
"atlassian-api","atlassian-python-api","c82c87f94f006861c440dca33c35a93278745e15","19530263"
"atomistic-machine-learning","schnetpack","7a665f19b785addcc8f3e0abf9b1fd8fa6fe2c3d","147224878"
"att-comdev","armada","46bf741e5d79725a349c2583dfbfafd907f11c5a","81268667"
"audreyr","cookiecutter-pypackage","053a4e628a16ee7daf5ea5908da6efd6b735eb3a","11407567"
"ausaki","subfinder","f7a9c0333b5c14e9075b70991d734a1b78a44268","48172048"
"authomatic","authomatic","e46cc41946e4c7957eebdb91477a3f4e8d650091","8073983"
"automate-lfs","jhalfs","d0a0c770860e82c6a1f9b4c823d37bbcf7ce7c1e","182833429"
"auvipy","django-sqlalchemy","6a548f0e9bfa0459560596a0888652a46f129759","45479407"
"avian2","unidecode","1c74053bbbf5ce92bc1fc8faaf37e903aa90d011","28235238"
"awdeorio","mailmerge","7861bb33717e2fa40b2c5e813ba7f968f747f186","51510815"
"aws","amazon-braket-sdk-python","35e3eade19b83c309590b0f967c00e3bfcbefc32","221583289"
"aws","aws-dynamodb-encryption-python","b7aeaf735822fa1536b67cb3ad484f09f55deaa5","104270121"
"aws","aws-encryption-sdk-python","bc5f5a800505bba1f77ad4e4768674847b7428f4","79851305"
"aws","aws-secretsmanager-caching-python","ec907d5de637724c35e4df108617638462c0ec81","154230305"
"aws","aws-step-functions-data-science-sdk-python","72184a245575bc661bb7dabddc69e10304e85a06","209399090"
"aws","aws-xray-sdk-python","b8e59423f1891351ceb1a0bd585603e0cd46c74c","103969019"
"aws","git-remote-codecommit","b137bf8c92c78869bab83bffd63676d6d5b9245a","126545859"
"aws","sagemaker-containers","526dda90d636c7fb0c25791e6c57d077bd972000","118807445"
"aws","sagemaker-experiments","0396f102daca480ce079cdc72c89f4a9393beb5f","215120058"
"aws","sagemaker-inference-toolkit","e4aae3d2145a914c5073b29bfc4a0f7e583f13dd","187725708"
"aws","sagemaker-python-sdk","0a8ca6a19181459b7eaa16795dd43aec93e31afa","110621895"
"aws","sagemaker-pytorch-container","88ca48a831bf4f099d4c57f3c18e0ff92fa2b48c","123468903"
"aws","sagemaker-scikit-learn-container","b6d3d057c088fbbbb24579b4c12e185aefc0b2ac","155597776"
"aws","sagemaker-tensorflow-serving-container","b28564b24049451359c74a4dfa33e5b7ad817248","157287197"
"aws","sagemaker-training-toolkit","bb469b96cb08c965277a9c8a2265f0b8682b2a14","212439434"
"aws","sagemaker-xgboost-container","f77551ed337c8d88b4ed82852f08830499cd283f","187721865"
"aws-samples","aws-lambda-ddns-function","06e6c06bced80611238734d202deb284a5680813","53163741"
"aws-samples","siem-on-amazon-elasticsearch","828bd90aa6720a2ce05aa75925a5ad5035d5427a","303372275"
"awslabs","amazon-transcribe-streaming-sdk","908364e5bb8a301fdf26fe01f4ff83fb62659c06","280005595"
"awslabs","aws-cfn-template-flip","7e01327ca30bd6a62ecc6d9679415875e0f180af","75023443"
"awslabs","aws-data-wrangler","fef5dbedbfc6341fd3ace5222eeb317937afa239","172615836"
"awslabs","aws-detailed-billing-parser","b994ac1ec5b70fbe7d42b01dce997a45c73eb5f2","47135562"
"awslabs","aws-embedded-metrics-python","24cc7e50c84a743310b218784ca9a524cead843f","217385309"
"awslabs","cloudwatch-fluent-metrics","504d4a95d0f4e1a19dec3c6526f2c856e7384a55","86863146"
"axnsan12","drf-yasg","effc8f2c06e66813a0ab5bad5a4478c0a8e1969c","112461400"
"azavea","django-amazon-ses","c2dfea237ffe802883b85617f20f7a7ad7b16080","54435670"
"b-mueller","mythril","5b3336a7f7104c3d6628c534fde75774673337cf","319527918"
"barneygale","quarry","95fff305dea1da0df87bdc6a7183d7dbc11913be","21437069"
"barronh","pseudonetcdf","bd4be414697d8d15981c09d4625b2be9f7220db0","32350440"
"barseghyanartur","django-elasticsearch-dsl-drf","046bb617f1cce2a5f09e23a1d9db4f3b10ee786c","94832710"
"barseghyanartur","django-rest-framework-tricks","979dc507187c9d8d09500405f61857b0ab4ff1c5","95927264"
"barseghyanartur","tld","09a8bddbcf2f94164842c06b23ce179a62bcddc2","11746687"
"bartTC","django-attachments","e3d20a50d69f1710a366fa8ff98a676d58a30090","195323"
"bartTC","django-markup","80589cac422c6f04a93c33fb92fc5b6a0ba4a517","214901"
"bartTC","django-memcache-status","3c6e59871a03d3c79f91a6f006c2dde367a060cc","188290"
"bartTC","django-wakawaka","0ea998e1571c47682300bb4a26f80c362dee4ff0","211765"
"bartTC","dpaste","6b1e2d9df5661ba4033cbf3e6b84212ebf4b68c7","1557925"
"base4sistemas","pyescpos","e0d435789542b4fb640c6f1b994136f01fffc99a","33046401"
"bashu","django-airports","f4cd77a9499d13946a3f8369f0ed1db8b9dd5cf6","21381339"
"bashu","django-easy-maps","3cc442e6a315598c7d47af08a1b4a7db273032a8","3122074"
"bashu","django-watermark","65e03413c4f70b0bc5af18e5dd88f7b72358f6b8","440186"
"bashwork","pymodbus","c5772b35ae3f29d1947f3ab453d8d00df846459f","2913579"
"bayespy","bayespy","0e6e6130c888a4295cc9421d61d4ad27b2960ebb","5568322"
"baztian","jaydebeapi","53b2d6a571aac5ea192b0b9d03f38ecc3f94e71d","16588106"
"bbugyi200","funky","26282cbf94d63aeae473de3751fa392a025bd170","84404550"
"bcb","jsonrpcclient","636ff184f7efc1934726cd7cb4b4c950ff565c3f","45362648"
"bcb","jsonrpcserver","46eea68687de621a2ad5769522f9777395d146bf","45362585"
"bcwaldon","warlock","6f41194ab675efa451470f8abfebfa6bc72403fe","4524223"
"beancount","fava","e7b95e8bccc26724284cf69185c570b7cdafa49b","47411155"
"beancount","smart_importer","fa72974bd06ea7fcea45d66c2168da8cbcda454e","112750160"
"beartype","beartype","725ab7cedce4b75f7a8bc412b0b19b56ba9f9f6f","252646465"
"beaugunderson","django-gulp","227b121136941b7c32171be3262cc0dcc4a68e6f","35001202"
"beda-software","fhir-py","f5e7e13f88188c944696c146954f823be922cbeb","138890668"
"bee-keeper","django-invitations","9069002f1a0572ae37ffec21ea72f66345a8276f","27318143"
"beetbox","beets","bcf0728248c4532c405eff4a9f3a3c1dc95bdae3","827590"
"beeware","batavia","ecbdc21dc7e002415e6c0ea8654d2b8a8c7a85fa","40421806"
"beeware","beeware","98142443f0f544ae4c2513615751e9f9b92cd453","117345901"
"beeware","toga","76ab781656161048a51790abe7efc91caaae2928","22529973"
"behave","behave","9520119376046aeff73804b5f1ea05d87a63f370","2642784"
"bendikro","supervisord-dependent-startup","736256fcfafc9a8a738544393d4293cb15db2761","116173388"
"benediktschmitt","py-filelock","5a39bbb628d573b3776c88aa7dbfed4000a17a09","17098256"
"benjaminp","six","45f1a230f9cc8e48372e19627b91ac06a2013292","77868600"
"benjaoming","django-wiki","22dd79d6f1024c54f3b33615bf1dd953e0d3ca75","46278173"
"bennuttall","piwheels","ff0b306fc7b6754fe8d73f1ddfae884e54ce6c8a","87216405"
"bennylope","django-organizations","86c386568b0b49a70273d9ab5a2f9d7f61b484c1","3331322"
"bennylope","pydiscourse","ff40a1c8c00b84b66ae28d5f45585013274a0326","55726369"
"benoitc","flower","fca53d83bc067e669215cf37a94ea1269108499d","5651915"
"benoitc","http-parser","d6ce4b5c58e68d5cf3be0676d9b97c3bd9ca88df","1614732"
"benoitc","offset","b8561635a4cb44a9f47d086163f4d0b58bb8fd74","12433700"
"bentoml","BentoML","87e87bdebfe7fbfc563602c12affc323f246d82a","178976529"
"bepasty","bepasty-server","8f4c23f6ff819bdd2e05ab443eb9b998fec259ce","16217714"
"berinhard","model_mommy","52478dd89a3c3218dd93cc9705ce92633e60689b","1235616"
"bertrandmartel","tableau-scraping","8868cf6bc742cec8c252e89870019fe296dd7747","302487529"
"betamaxpy","betamax","f06fe32d657a8c78b6e5a00048dff7fa50ad9be6","11439734"
"betodealmeida","shillelagh","0880d92ae398d8e9bf77d097bd38dad4c2b9990b","113627275"
"bfolkens","py-market-profile","3b7683a1f5953f98f13a20fce85ffad0e7e929a4","105733045"
"bharathgs","NALU","5d52cc270786563b67837a3856841baafba20e60","143533537"
"bhearsum","redo","6d07678a014e0c525e54a860381a165d34db10ff","143063583"
"bigchaindb","bigchaindb","0961aa6b26f918f98cf6a94a29d87af4edfdf00f","51290852"
"bimmerconnected","bimmer_connected","5652c8a50d654d9a3557e8e77aea354aab98c835","120950888"
"binance","binance-connector-python","42f7957e02355bfd46e60d085217bc907e34d0a5","257171886"
"binarydud","pyres","4f4b28257afe5b7a08fd38a063fad7ce62c03ae2","374257"
"bintoro","overloading.py","d7b044d6f7e38043f0fc20f44f134baec84a5b32","30170033"
"biolab","orange3-associate","dee549cbad14cc70069426d23ad41dd565c36446","45910459"
"biosustain","cameo","8b1adb78867f6339542a597c86be7fbb53b45308","18134954"
"biosustain","optlang","47c0ded00abf115cfedfc2a0b8fbcd9c9cbfbde5","14592042"
"bitly","pynsq","65a822ebaf53ed0451eb62d0b870595b25d1bf66","6475842"
"bitpicky","dbt-sugar","6647f4252d09baee3043b474ad40efd82db76583","322701241"
"bkabrda","flask-whooshee","6839b4f7087260dc6aca540411cf18c78cecd9c5","8181006"
"bkabrda","flexmock","294095502b6bd78301630ce6076a563276e73ce4","47331574"
"blockchain-certificates","cert-issuer","43191df9d8a37e92dbb35af40aec069cdca53475","50261635"
"blockchain-certificates","cert-viewer","2ddba038314383c31999c4c70622ea8b06a1ffd1","44259667"
"blockchain-etl","bitcoin-etl","2d0012f776366b8682563c80ba2cb4820a826582","148597387"
"blockchain-etl","ethereum-etl","a2b678167ba8a4302469e84fa28f751dbade5e49","131824549"
"bloomberg","ipydatagrid","473c76842c9ff0efdd4251b5949f9e3bbd82ff59","197740704"
"bloomberg","powerfulseal","83e138c92ce3d3cff3c7b19d76f5c7c76bbf817e","113219762"
"bloomberg","python-github-webhook","61e713c3781e2de6e327554be54095df2d666604","50692237"
"bmabey","pyLDAvis","8e534a6e1852ef4674ef9a45223e8c6a931db2e6","33696562"
"bmcage","odes","a379e9cb51c3644df9fe155b532084f71af9b713","2301629"
"bodywork-ml","bodywork-core","90af11cbb30c28fc016c3428badbeefd8c1b93fe","313600420"
"bookieio","breadability","95a364c43b00baf6664bea1997a7310827fb1ee9","4209468"
"borgbackup","borgweb","e609ec48257faa45ae3a7b9daaab0590fa897304","37454377"
"borhanMorphy","light-face-detection","72772db1fae4af17e829cd5479c4848fe5eb8948","302434514"
"boriel","zxbasic","cf504fba02e37a42fd9b8e38ef1866c6612c344f","73837932"
"borntyping","python-colorlog","250a692c583cf03d5dd18918a7974ac46a8c0321","5691060"
"borntyping","python-dice","98e14754857a0ad05796f7c9b1eced7ceac6e6a8","11907109"
"bosondata","bosonnlp.py","eabd44b9649ecb870b927d8352ebd7f3b05f9486","19700855"
"botherder","viper","92aa4e55de5fb8997f569aa3fe54898cb8be4811","14262436"
"box","box-python-sdk","9b3397f956392f38f28bfaf0fa4765d94bc94dc9","30386388"
"box","flaky","1e8c954e7bc818452510d0d4bbcad1d565ddd4d1","18534090"
"boxed","mutmut","5c31ba8e3eb5f1b5035c556a51a4c3327d4562da","73606074"
"brandon-rhodes","luca","e7e9790a31fa78d4557e2ae7617e0b045a7aa272","4026586"
"brandon-rhodes","uncommitted","1db4181a0dadec6991fae7c9ca0843c1ddb44c54","13355571"
"brean","python-pathfinding","18c54b14f98c042d298b9fcc3092bdcaa0c8f4e7","32716626"
"brendan-w","python-OBD","d5a0fcd87b2df57cf38dd4ecd4b7b6b9cac018fd","25230235"
"briancappello","flask-react-spa","b9e4c4b6b27e22e4273d4b4857d78717cdbdc1cc","102428633"
"briancappello","flask-unchained","bff296b5c808f5b1db10f7dddb81054600545749","115440840"
"broadinstitute","long-read-pipelines","da7c61ac0d0baf329724523d892ace507da3f166","186657809"
"brownhead","superzippy","b62c3ef5d7e065b85e0024a9acf77b5d067650f9","10347695"
"browniebroke","deezer-python","b72a144b6c52da54d7d930648c5f8893512a82db","15634794"
"browniebroke","django-codemod","c16226ab81e1c5e898f8fa76bd7ded2b93800137","261884067"
"browsertron","pytest-parallel","5610f2fd6f90fdb17b63df2f9a329fe9f2b1a39c","132207559"
"bruceye777","cronmon","f41986c694d03ae34f7190b8f36b4d496977b7ae","143810729"
"brunato","xmlschema","255375edddae4e77fdfcae34f0f9ddda68fe254a","70905710"
"bsolomon1124","demoji","6577cfe87876d5ab6311afa8e03a06d6ba636bd6","169640556"
"buckket","twtxt","3fb7144e3141c58be6f8b4a64588e43a5553c42c","50802162"
"buffer","thug","3f4916038be7d6d41138327908f11a67b37a645a","3493279"
"bufordtaylor","python-texttable","8cf9121154be4439ea399f0d5fa9608f9ab57403","6056856"
"bugsnag","bugsnag-python","2d1fd4029fb1155ebdc549e067ab75cb53535bcc","5201854"
"bukun","TorCMS","5fc50e91c4751964722a5d06c3d91d90cc6d2e53","30642412"
"bunbun","ruffus","fc8fa8dcf7b5f4b877e5bb712146e87abd26d046","7473458"
"buriy","python-readability","0d0503f0dbdabe9af48c861f0896276226252503","1692659"
"burnash","gspread","ef029841a42d80233b082e5a0f3eed66362b35df","2897853"
"butla","mountepy","796595f0011cc4a62cd7796dd71c3681008a4731","41758891"
"butorov","sentry-telegram","b4fd71c73e4867d31767922429292385bb802f80","79252449"
"bxlab","bx-python","88428965dc4a38c915920337ce653289be839db8","58659170"
"byashimov","typus","b0576d6065163cc46a171b90027f2e3321ae7615","61158196"
"bytedance","neurst","54add8a5d4c6ec8a2e7c7e015b84f4b999a7885d","312151259"
"c4urself","bump2version","a58e20dbdde646c43c128124d880e772d3817699","86366332"
"cablehead","python-consul","53eb41c4760b983aec878ef73e72c11e0af501bb","24473148"
"cablehead","vanilla","c9f5b86f45720a30e8840fb68b1429b919c4ca66","20116072"
"cakebread","yolk","ee8c9f529a542d9c5eff4fe69b9c7906c802e4d8","3364148"
"cameroncros","OctoPrint-DiscordRemote","66c0d02b837c9e61635a2392dfb768cdaad8b537","128778909"
"cameronmaske","celery-once","4f68b6b3c8503b9360179a246521b07315cdf577","29533407"
"canassa","minibar","25484a383790ba09df69b4e1a6d65e018743326c","12985994"
"canonical","operator","824aa2d8996ea548c913317c2df6bac258f0737b","212098176"
"capnproto","pycapnp","d1bd4cb2569bfde3a8aaf46729e9dc130aa00ca0","10744270"
"careercup","CtCI-6th-Edition-Python","4039464c9dc0c6fc02bbbe088a48c67a48951319","51567632"
"carljm","django-transaction-hooks","82d9cf96378799376ace685bbc1102f2525dcc6c","16020620"
"carlos-jenkins","pydotplus","e06552ea3989bfb998ef6920a07d6c966ff9b01b","27401079"
"carlosescri","DottedDict","fa1cba43f414871d0f6978487d61b8760fda4a68","17523247"
"caronc","apprise","5bf89aeefcd657189b8eef34b66801c29bbd6b84","112024290"
"caronc","apprise-api","757adce17642a3dfaa2b2e3244e147911386dabb","217802180"
"carsongee","pytest-pylint","e3e96a0f3c7d88a1fd92316cb4d4983f69e2e0ac","34330043"
"catalyst-cooperative","pudl","9e6a23f0f47d593571177de8e86e4954681af032","80646423"
"catherinedevlin","ipython-sql","12f9742a0a4eded514cc95377c920330ccba5e72","8909193"
"cb109","payshare","14156978b5bbd98dd89cd90c0e0695cc865f466a","141352898"
"cbedetti","Dcm2Bids","7f79ecb7239ae047b72c9e21b1e785859df2298d","59581295"
"cceyda","torchserve-dashboard","91b993bfb8533765f50b7eaf6c42f02090a5a59d","299558250"
"ccnmtl","fdfgen","73f78ab2eb88d3d574616d628f903105d33f18a8","1063019"
"cdent","gabbi","8fbd5473efa2dbb65f327f823d66cb0c76931288","27924304"
"cdgriffith","Reusables","f581d8faa5ffb419e337731c3d86132cf9c8a040","16603537"
"cdown","srt","ee6fccb516657f0160a1b9a651f78ac91678d972","28550291"
"cdown","tzupdate","ed7423103ad2fcd001a24e39f3f7f2a320252e15","6982384"
"cdown","yturl","472cefcbe2a1c8a0c04005bf12f4bdbbdc777a60","2792020"
"cekit","cekit","23d905fd370296b82b0bf60db72ae7a66ff46b0e","102005331"
"celery","celery","83869da17d4214014f41b6e57271de23f808f1f8","184460"
"celery","django-celery-results","627cae39756898a340c2b88d466c3ad38b9f3ee2","64985162"
"celery","kombu","b71b4215c98ec743c754c7d8dbe0dc2810deb91e","735498"
"cenobites","flask-jsonrpc","a60480841170aea4e6121c892601e001cac16463","7169945"
"census-instrumentation","opencensus-python","1e5c952e58d454ae7b598af530312b553e2b0d14","96581030"
"center-for-threat-informed-defense","attack-control-framework-mappings","2a2fb4af3147a012dd03377931101c89d4eaef83","257947415"
"century-arcade","xd","57274c4d15438be66502c9deb882741f823560a6","49852536"
"ceph","ceph-deploy","a16316fc4dd364135b11226df42d9df65c0c60a2","5786856"
"ceph","cephmetrics","42e165e83c3417fb3b73040cc7f310d0c7b3983b","91771242"
"ceph","teuthology","95a7d4799b562f3bbb5ec66107094963abd62fa1","2357747"
"ceralena","salt-state-graph","ec93a3d41b6e08c746ceadb9507cd181ceb9b45a","11878482"
"cgarwood","python-openzwave-mqtt","3e9c40c54b1350b6f8022650e7835631f1464b83","220068650"
"cgevans","scikits-bootstrap","79b93be6016f1e91cbf3b970905e5e5a3d66f467","5336221"
"cggh","scikit-allel","0abf7ff9612ae7aec9672ec8ebf630eec9d44971","29883079"
"cgnorthcutt","hypopt","2c8e4103040c96c4d8b52cac91ee5c37a42d0ff2","139530172"
"chakki-works","chakin","8cca89336fbc1e90f95063003b2241c26da0e5bc","91762603"
"channelcat","sanic","65e28b8c22e081333737572af57655a15743941c","59720190"
"channelcat","sanic-openapi","4d4f3f5035d3d29ba793659662339f2e2e10e7df","78607675"
"chaoss","augur","31021d53ed61bee424b4e23f5b720270a5e036f2","78134122"
"cherrypy","cheroot","792dc5ec7176144dc4f877e5b44e301252c9f67a","16620627"
"cherrypy","cherrypy","a7983fe61f7237f2354915437b04295694100372","57436777"
"chick-fil-a","bovine","093e73da0939e0490b5eb1a3af7a6242049787a1","120666358"
"chimpler","pyhocon","091830001f2d44f91f0f8281fb119c87fd1f6660","27620136"
"chmp","framequery","c7baae9abf6af664e36e6f2f9da33df10282a771","68737595"
"choldgraf","jupyter-book","a5835dfd9d3d9b4eb6f88bd7f9e0d95a1a46d78c","165158991"
"chopdgd","cookiecutter-django-reactjs","8b43cfcdd50f23e3756f094770359d1d4bd46509","117337179"
"chorsley","python-Wappalyzer","8f662f0559985a799175b5eee98b1b7510359b0a","9987594"
"chrippa","python-librtmp","6efefd5edd76cad7a3b53f7c87c1c7350448224d","11217265"
"chriskuehl","dumb-pypi","c9d92fde069abb3e1e1ca2c995e9c6f405baf9e4","79891510"
"chrissimpkins","Crunch","8e6e991760a31c01b8f1177c007dc9ed0fa68790","55878380"
"christabor","flask_jsondash","c8984790722327e86694e15409ff4dea0621aab0","51979142"
"christopher-ramirez","secretary","943d1f2edd3e81c8a00a2d399806c288caae66c8","5108219"
"chrysn","aiocoap","6d05726d5f21f0defab03f52c689b4a58aba08fd","20484530"
"chtd","psycopg2cffi","91f573e89775874b7ad11e20e334aa65d1e89d4c","6213128"
"circuits","circuits","a1c404174835bc94bacb4b090280999d90f14e3b","12450349"
"cisagov","pshtt","59f2bb0b1d64a79adf13552c711c883771020178","62654497"
"cisco","mindmeld","48fa926dc3da8ca926e81456f688fc98918705ac","177415822"
"claird","PyPDF4","9c60d9df3a56edd32226c9e76695018f997fafe6","143562931"
"claranet","terraform-wrapper","b133fec471f84f7165ceb88bd72bbb8c194ffe0f","107096882"
"clarketm","s3recon","d00fdedfe325152137a934f18dafb62d12dbdc60","169017216"
"cleanlab","cleanlab","264d5e359853a8fc5b7771b019c691990266b08d","132975485"
"cleder","fastkml","027a5046e542d912f96e2ae75932df445c3fb552","4743313"
"click-contrib","click-log","0d72a212ae7a45ab890d6e88a690679f8b946937","39350421"
"click-contrib","click-option-group","fa1e383aee4756af37aaf971fc9f129c146b9ac8","224924436"
"click-contrib","click-repl","6d7f108c8958121db3f802e35c567ab07e0192a8","38763632"
"clinton-hall","nzbToMedia","f9dde62762f7ad4fa6a5bfca892af7263a28a3e3","6632931"
"clld","glottolog3","539bb842cea3de308b89fd5526971e5563acec0d","11631696"
"clld","wals3","fa8f9a9cf968920f16859a075a08502988c9ec4d","7600736"
"closeio","tasktiger","754f3e90e4f759666910081b6bcd07d515c85a22","35581334"
"cloud-custodian","cloud-custodian","66be60dd49fb011c9d37dcbfe67a3854e8d17797","52837350"
"cloud-init","cloud-init","a97fd062f7dbd4b824fd006edd08927ef9dbf24a","24948315"
"cloudevents","sdk-python","705e8b41004dba4f9a2dda0993205f9d610c7161","149825820"
"cloudify-cosmo","wagon","90537d482f8dfff5a4e51abbb6672cd0c19a96e3","33202327"
"cloudpipe","cloudpickle","5d89947288a18029672596a4d719093cc6d5a412","33880218"
"cltk","cltk","6b47f34dce52e9ad84ea188374cdddb7514b63bc","15833177"
"cmaclell","concept_formation","2468fea78ba46804bf44228519eb33ebc5780d31","9638508"
"cmanaha","python-elasticsearch-logger","27ee809b4eba309d198a8909d9c559754e257197","52740970"
"cmehay","docker-tor-hidden-service","d0dd28733d054a63b8d9df15d5e09b0fe97d7876","42874464"
"cn","GB2260.py","a7debd2f831899ebb0556cd4d417968876a5b784","28043115"
"cnvogelg","amitools","c19d09f9748b2698a4b9e1e7beefb1f3ef3a0a51","2502930"
"coala","coala-bears","7d21a59891b6ad048bbe28de097cbb5693c648c7","51688289"
"cobrateam","splinter","3131074686255569ba14a6d342f6ac9593529181","921367"
"cockroachdb","cockroachdb-python","163b7eb4da15d6e08924aea356ae1f2f9dcc939e","32769228"
"cocoakekeyu","cancan","c6722026cb3ec9453c34c6453f4fb67cc8b625f3","99400786"
"cocotb","cocotb","3c809e3e7f54512f6f7c865676febf0fe5f493e2","10651005"
"coddingtonbear","ircpdb","d3b3e4656541b805859c346bddf1116f92b2ed4b","25942783"
"coddingtonbear","jirafs","2eeeeee2188f7945560008e76dfe2a15c4a45da3","21588191"
"codecov","codecov-python","12c0dddd6350a1d511f22d363e89d9019b149164","22685735"
"codeinthehole","django-cacheback","c7ddf0a967f5932f541233f210a94fc2320e9979","5217936"
"codeinthehole","purl","2bd51cabecfd4dcd20544fba7092cfd98dc7dac0","3848656"
"codepost-io","codepost-python","3d4c89985bc9c3aad223138cac8bb48d08a53ca2","171972072"
"cogeotiff","rio-cogeo","a07d914e2d898878417638bbc089179f01eb5b28","124564425"
"cognitedata","cognite-sdk-python","f5366f936f3f583fba22838dc81216a85deb2862","114663959"
"cole","aiosmtplib","1e307b9c076674f2f1c1269b2b3a318d51286b19","23762079"
"collective","icalendar","90c059350698efa3da7486f22edcb59757f33df9","2222138"
"colour-science","flask-compress","10f4b06072a276847a9f97f73e0ab7db8e5c0bd7","142751498"
"comeuplater","fastapi_cache","2723817a5d6f7d34c736acd09b155c05cd1221d3","282604948"
"common-workflow-language","cwltool","352daf6d53f12df4cd960c0343ef659924aa9712","43816051"
"common-workflow-language","schema_salad","e90a5574519c29b6887a962ec4d408ccb00eb526","40975824"
"computationalcore","cryptosteganography","82f8c14b442b340175a31c99135da91dbda47342","107892865"
"conan-io","conan","7f2ed0ca30cbaeef0464325ac999cc90f07aa5b7","47190624"
"conan-io","examples","6eaf6646bd1d321991428dbe016d8ba69c68fc78","172118598"
"conceptsandtraining","libtree","28033e43f30a7f1f223b0863886177376e7386e7","43953747"
"confluentinc","confluent-kafka-python","a5663da7ea76e58d02b13e4e6703ea6a9c52ec11","56217288"
"confluentinc","ducktape","13d663155fc27f98552f4ddd4a6d5cc120506763","28360638"
"confluentinc","kafka-streams-examples","da824210e8ea26f8671f2fd5d373f9f6067e81e1","100753606"
"cookiecutter","cookiecutter","3ece2498792b2f3a9c4bf4513fe0d5515b1dfc35","11407242"
"cool-RR","PySnooper","31bfc637bca3c98ad8ce70e5a4383283b7407117","182097305"
"cool-RR","grid_royale","dcacd797444bb0683220e0d11c0c56759d1512ad","301722703"
"cool-RR","python_toolbox","e541d3888b175d9e1c07a852ddde589387017fca","3066283"
"coreos","kpm","3653b1dba8359f086a6a21d3a5003e80a46083a7","53004827"
"corpetty","py-etherscan-api","afa81294f79edf15f1ab9006b43178e8da4a7d1a","60660229"
